user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
myloasm_nextpolish_8366_SemiBin_57	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp959600905	GCA_959600905.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp959600905	99.37	0.897	GCA_959600905.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp959600905	99.37	0.897	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900546685.1, s__UMGS1975 sp900546685, 95.0, 94.31, 0.726; GCA_905208455.1, s__UMGS1975 sp900556815, 95.0, 85.58, 0.515"	45.49	11	N/A	N/A
myloasm_nextpolish_8366_SemiBin_87	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	GCA_904394705.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	97.68	0.764	GCA_904394705.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	97.68	0.764	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934845495.1, s__Avimicrobium sp934845495, 95.0, 86.54, 0.367"	55.6	11	N/A	N/A
myloasm_nextpolish_8366_SemiBin_91	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	GCF_003425665.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.97	0.916	GCF_003425665.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.97	0.916	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_019115225.1, s__Evtepia faecigallinarum, 95.0, 83.42, 0.233; GCA_019115545.1, s__Evtepia faecavium, 95.0, 83.41, 0.263; GCA_019118615.1, s__Evtepia excrementipullorum, 95.0, 83.18, 0.213; GCA_004554585.1, s__Evtepia sp004554585, 95.0, 82.52, 0.282; GCA_934597725.1, s__Evtepia sp934597725, 95.0, 82.33, 0.237; GCA_022764045.1, s__Evtepia sp022764045, 95.0, 82.13, 0.228; GCA_016296565.1, s__Evtepia sp016296565, 95.0, 81.93, 0.162; GCA_004551945.1, s__Evtepia sp004551945, 95.0, 81.05, 0.177; GCA_004556345.1, s__Evtepia sp004556345, 95.0, 80.43, 0.16"	95.71	11	N/A	N/A
myloasm_nextpolish_8366_SemiBin_92	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	GCF_020687165.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	97.21	0.801	GCF_020687165.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	97.21	0.801	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934643185.1, s__Hominenteromicrobium sp934643185, 95.0, 94.4, 0.76"	98.13	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_103	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	GCA_900545585.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	97.68	0.827	GCA_900545585.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	97.68	0.827	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 87.66, 0.414; GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 87.26, 0.48; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 87.2, 0.452; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 87.15, 0.465; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 86.54, 0.428; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 85.86, 0.369; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 85.78, 0.408; GCA_945878665.1, s__Vescimonas sp945878665, 95.0, 83.88, 0.234; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 83.45, 0.19; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 83.42, 0.225; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 83.05, 0.193; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 82.67, 0.186; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 82.51, 0.183; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 81.94, 0.155; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 81.73, 0.179"	47.32	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_105	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	GCF_025567195.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	98.06	0.875	GCF_025567195.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	98.06	0.875	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_905215775.1, s__Alitiscatomonas sp905215775, 95.0, 90.63, 0.683"	53.2	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_115	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_934394595.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp934394595	92.35	0.43	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_025566865.1, s__Blautia_A acetigignens, 95.0, 89.44, 0.344; GCA_963651655.1, s__Blautia_A sp963651655, 95.0, 88.78, 0.197; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 87.16, 0.226; GCA_934358405.1, s__Blautia_A sp934358405, 95.0, 83.43, 0.178"	32.45	11	0.99166	Genome has more than 10.8% of markers with multiple hits
myloasm_nextpolish_8373_SemiBin_133	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	GCF_001275135.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	97.62	0.806	GCF_001275135.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	97.62	0.806	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_937930345.1, s__Prevotella sp905214625, 95.0, 88.55, 0.485; GCA_000436695.1, s__Prevotella sp000436695, 95.0, 86.42, 0.433"	96.31	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_137	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	GCF_003991565.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	98.27	0.764	GCF_003991565.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	98.27	0.764	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_025148635.1, s__Butyricimonas virosa, 95.8, 91.13, 0.526; GCA_020743075.1, s__Butyricimonas virosa_A, 95.62, 89.64, 0.48; GCA_019423345.1, s__Butyricimonas sp019423345, 95.0, 89.61, 0.423; GCF_032878955.1, s__Butyricimonas paravirosa, 95.0, 88.2, 0.454; GCF_033096445.1, s__Butyricimonas faecihominis, 95.05, 88.19, 0.423; GCA_019117165.1, s__Butyricimonas faecavium, 95.0, 86.01, 0.326; GCF_003479425.1, s__Butyricimonas sp003479425, 95.0, 82.05, 0.164; GCA_900761485.1, s__Butyricimonas sp900761485, 95.0, 81.68, 0.177"	48.19	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_139	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola faecipullorum	GCA_018714685.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola faecipullorum	99.64	0.969	GCA_018714685.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola faecipullorum	99.64	0.969	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.04	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_156	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp900756605	GCA_900756605.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp900756605	97.64	0.788	GCA_900756605.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp900756605	97.64	0.788	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_902475535.1, s__QAMH01 sp900556425, 96.26, 96.05, 0.851; GCA_025992705.1, s__QAMH01 sp025992705, 95.0, 94.68, 0.816; GCA_003149935.1, s__QAMH01 sp003149935, 95.0, 93.19, 0.822; GCA_902493755.1, s__QAMH01 sp902493755, 95.0, 91.16, 0.562; GCA_902478425.1, s__QAMH01 sp902478425, 95.0, 86.51, 0.441; GCA_959608885.1, s__QAMH01 sp959608885, 95.0, 86.12, 0.424; GCA_900544245.1, s__QAMH01 sp900544245, 95.0, 85.74, 0.416; GCA_949879855.1, s__QAMH01 sp949879855, 95.0, 85.09, 0.338; GCA_948466335.1, s__QAMH01 sp948466335, 95.0, 84.98, 0.411"	71.27	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_179	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	GCA_001312505.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	97.56	0.717	GCA_001312505.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	97.56	0.717	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_934309345.1, s__Mediterraneibacter sp934309345, 95.0, 93.93, 0.667"	93.15	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCF_025145285.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97	0.88	GCF_025145285.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_000265365.1, s__Alistipes finegoldii, 95.0, 86.11, 0.399; GCF_902388705.1, s__Alistipes sp902388705, 95.0, 84.78, 0.431; GCF_021204515.1, s__Alistipes sp021204515, 95.0, 84.39, 0.345; GCA_934754975.1, s__Alistipes sp934754975, 95.0, 84.11, 0.239; GCF_025145845.1, s__Alistipes shahii, 95.0, 83.43, 0.213; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.81, 0.197; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.77, 0.191; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.7, 0.184; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.48, 0.178; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.42, 0.179; GCF_018362775.1, s__Alistipes montrealensis, 95.0, 80.86, 0.165"	66.84	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_213	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__Mediterraneibacter_A butyricigenes	GCF_003574295.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__Mediterraneibacter_A butyricigenes	98.68	0.905	GCF_003574295.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__Mediterraneibacter_A butyricigenes	98.68	0.905	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	56.37	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_958432865.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris_A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_025147485.1, s__Bacteroides uniformis, 95.0, 96.17, 0.238; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 91.51, 0.166"	59.41	11	0.99782	N/A
myloasm_nextpolish_8373_SemiBin_489	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	GCF_014287515.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	98.46	0.845	GCF_014287515.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	98.46	0.845	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_900537995.1, s__Roseburia intestinalis, 95.0, 91.08, 0.605; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 89.81, 0.624; GCA_934317215.1, s__Roseburia sp934317215, 95.0, 89.56, 0.599"	91.4	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_497	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003466125	GCF_003466125.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003466125	97.74	0.892	GCF_003466125.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003466125	97.74	0.892	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_019414385.1, s__Collinsella sp019414385, 95.0, 93.16, 0.775; GCA_900546475.1, s__Collinsella sp900546475, 95.02, 93.1, 0.765; GCA_900550515.1, s__Collinsella sp900550515, 95.01, 93.01, 0.719; GCA_905214525.1, s__Collinsella sp905214525, 95.07, 92.98, 0.743; GCA_902496455.1, s__Collinsella sp902496455, 95.0, 92.96, 0.749; GCA_900544875.1, s__Collinsella sp900544875, 95.0, 92.95, 0.738; GCA_902478835.1, s__Collinsella sp900549335, 95.0, 92.93, 0.768; GCA_959604825.1, s__Collinsella sp959604825, 95.02, 92.93, 0.75; GCA_000434535.1, s__Collinsella sp000434535, 95.0, 92.92, 0.757; GCA_902469055.1, s__Collinsella sp902469055, 95.01, 92.92, 0.745; GCA_902466855.1, s__Collinsella sp902466855, 95.18, 92.92, 0.742; GCA_905199455.1, s__Collinsella aerofaciens_AW, 95.3, 92.9, 0.745; GCA_900549195.1, s__Collinsella sp900549195, 95.0, 92.88, 0.737; GCA_958424475.1, s__Collinsella sp958424475, 95.25, 92.88, 0.708; GCA_900550415.1, s__Collinsella sp900550415, 95.0, 92.84, 0.724; GCA_018382125.1, s__Collinsella sp018382125, 95.0, 92.82, 0.73; GCA_958441355.1, s__Collinsella sp958441355, 95.28, 92.8, 0.78; GCA_900554655.1, s__Collinsella sp900554655, 95.0, 92.77, 0.743; GCA_902490095.1, s__Collinsella sp902490095, 95.0, 92.77, 0.735; GCA_900550185.1, s__Collinsella sp900550185, 95.0, 92.77, 0.682; GCA_900542635.1, s__Collinsella sp900542635, 95.0, 92.75, 0.769; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.06, 92.75, 0.75; GCA_902494565.1, s__Collinsella sp902494565, 95.0, 92.75, 0.745; GCF_015561195.1, s__Collinsella aerofaciens_AC, 95.0, 92.75, 0.742; GCA_905215115.1, s__Collinsella sp905215115, 95.0, 92.75, 0.659; GCA_900764025.1, s__Collinsella sp900764025, 95.0, 92.75, 0.635; GCA_958445985.1, s__Collinsella sp958445985, 95.28, 92.73, 0.729; GCA_023708985.1, s__Collinsella sp023708985, 95.0, 92.72, 0.754; GCA_036304905.1, s__Collinsella sp036304905, 95.01, 92.72, 0.749; GCA_900551205.1, s__Collinsella sp900551205, 95.18, 92.72, 0.739; GCA_958445895.1, s__Collinsella sp958445895, 95.0, 92.71, 0.736; GCA_900752475.1, s__Collinsella sp900752475, 95.0, 92.7, 0.752; GCA_902362275.1, s__Collinsella sp902362275, 95.0, 92.7, 0.746; GCA_902490305.1, s__Collinsella sp902490305, 95.0, 92.7, 0.739; GCA_900542165.1, s__Collinsella sp900542165, 95.01, 92.7, 0.734; GCA_037237765.1, s__Collinsella sp037237765, 95.0, 92.67, 0.771; GCA_902481895.1, s__Collinsella sp902481895, 95.14, 92.67, 0.76; GCA_900548075.1, s__Collinsella sp900548075, 95.0, 92.67, 0.743; GCA_905214425.1, s__Collinsella sp905214425, 95.0, 92.67, 0.726; GCA_019414685.1, s__Collinsella sp019414685, 95.0, 92.66, 0.74; GCA_900541715.1, s__Collinsella sp900541715, 95.0, 92.64, 0.751; GCA_900547805.1, s__Collinsella sp900547805, 95.0, 92.64, 0.737; GCA_905211535.1, s__Collinsella sp905211535, 95.0, 92.63, 0.71; GCA_902475595.1, s__Collinsella sp902475595, 95.18, 92.61, 0.744; GCA_900556515.1, s__Collinsella sp900556515, 95.0, 92.61, 0.712; GCA_958403395.1, s__Collinsella sp958403395, 95.07, 92.6, 0.766; GCA_900556205.1, s__Collinsella sp900556205, 95.0, 92.6, 0.73; GCA_902490325.1, s__Collinsella sp902490325, 95.0, 92.59, 0.768; GCA_937934165.1, s__Collinsella sp937934165, 95.08, 92.59, 0.71; GCA_902475425.1, s__Collinsella sp902475425, 95.24, 92.57, 0.753; GCA_018376265.1, s__Collinsella sp018376265, 95.01, 92.56, 0.714; GCA_900555355.1, s__Collinsella sp900555355, 95.0, 92.56, 0.704; GCA_902494685.1, s__Collinsella sp902494685, 95.0, 92.55, 0.717; GCF_039062315.1, s__Collinsella aerofaciens_BG, 95.0, 92.5, 0.732; GCA_958431945.1, s__Collinsella sp958431945, 95.0, 92.47, 0.693; GCA_019419525.1, s__Collinsella sp019419525, 95.0, 92.46, 0.727; GCF_902501475.1, s__Collinsella aerofaciens_AL, 95.17, 92.46, 0.703; GCA_902497025.1, s__Collinsella sp902497025, 95.0, 92.44, 0.722; GCA_958419975.1, s__Collinsella sp958419975, 95.0, 92.43, 0.706; GCA_902479145.1, s__Collinsella sp902479145, 95.46, 92.4, 0.72; GCA_019419605.1, s__Collinsella sp019419605, 95.0, 92.4, 0.719; GCA_900543025.1, s__Collinsella sp900543025, 95.0, 92.39, 0.761; GCA_902479095.1, s__Collinsella sp902479095, 95.05, 92.39, 0.734; GCA_958413455.1, s__Collinsella sp958413455, 95.17, 92.39, 0.709; GCA_905213265.1, s__Collinsella sp905213265, 95.0, 92.39, 0.706; GCA_963621725.1, s__Collinsella sp963621725, 95.13, 92.39, 0.704; GCA_902470765.1, s__Collinsella sp902470765, 95.0, 92.37, 0.735; GCA_902497065.1, s__Collinsella sp902497065, 95.0, 92.37, 0.732; GCA_022745215.1, s__Collinsella sp022745215, 95.0, 92.35, 0.761; GCA_900757465.1, s__Collinsella sp900757465, 95.0, 92.34, 0.701; GCA_900768435.1, s__Collinsella sp900768435, 95.0, 92.33, 0.734; GCA_900549655.1, s__Collinsella sp900549655, 95.0, 92.31, 0.688; GCA_905204735.1, s__Collinsella sp905204735, 95.08, 92.29, 0.72; GCA_019419625.1, s__Collinsella sp019419625, 95.0, 92.23, 0.749; GCF_964239575.1, s__Collinsella aerofaciens_BQ, 95.02, 92.23, 0.717; GCA_900545615.1, s__Collinsella sp900545615, 95.0, 92.22, 0.726; GCA_902464035.1, s__Collinsella sp902464035, 95.0, 92.2, 0.699; GCF_005845035.1, s__Collinsella aerofaciens_I, 95.0, 92.18, 0.743; GCA_905214385.1, s__Collinsella sp905214385, 95.15, 92.16, 0.715; GCA_031292915.1, s__Collinsella sp031292915, 95.0, 92.13, 0.729; GCA_900556875.1, s__Collinsella sp900556875, 95.24, 92.1, 0.711; GCA_958348225.1, s__Collinsella sp958348225, 95.0, 92.09, 0.742; GCA_958427895.1, s__Collinsella sp958427895, 95.0, 92.09, 0.715; GCA_900544065.1, s__Collinsella sp900544065, 95.0, 92.06, 0.727; GCA_934668345.1, s__Collinsella sp934668345, 95.0, 92.05, 0.715; GCA_958421035.1, s__Collinsella sp958421035, 95.0, 92.03, 0.73; GCA_958407085.1, s__Collinsella sp958407085, 95.12, 92.03, 0.691; GCA_008668795.1, s__Collinsella aerofaciens_AS, 95.0, 92.02, 0.638; GCA_900542315.1, s__Collinsella sp900542315, 95.0, 92.01, 0.721; GCF_039836695.1, s__Collinsella aerofaciens_BD, 95.25, 92.0, 0.736; GCA_900542965.1, s__Collinsella sp900542965, 95.0, 91.99, 0.738; GCA_902497075.1, s__Collinsella sp902497075, 95.0, 91.97, 0.739; GCA_900761035.1, s__Collinsella sp900761035, 95.0, 91.97, 0.705; GCA_958403205.1, s__Collinsella sp958403205, 95.01, 91.93, 0.714; GCA_900545605.1, s__Collinsella sp900545605, 95.0, 91.92, 0.725; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 91.86, 0.712; GCA_902463875.1, s__Collinsella sp902463875, 95.0, 91.85, 0.684; GCA_934654765.1, s__Collinsella sp934654765, 95.0, 91.77, 0.699; GCA_934668875.1, s__Collinsella sp934668875, 95.0, 91.31, 0.703"	97.04	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_505	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.58	0.832	GCF_000196555.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.58	0.832	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_000269965.1, s__Bifidobacterium infantis, 95.05, 94.73, 0.669; GCA_022739095.1, s__Bifidobacterium sp022739095, 95.0, 94.54, 0.609; GCF_959020155.1, s__Bifidobacterium sp959020155, 95.0, 91.72, 0.522; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 86.73, 0.345; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 83.3, 0.23; GCF_019331675.1, s__Bifidobacterium miconisargentati, 95.0, 82.73, 0.233; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 82.06, 0.17; GCF_009193305.1, s__Bifidobacterium cebidarum, 95.0, 82.01, 0.188; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 82.01, 0.173; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 81.73, 0.153; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 81.66, 0.175; GCF_018555455.1, s__Bifidobacterium colobi, 95.0, 81.48, 0.168; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 81.01, 0.158"	95.81	11	N/A	N/A
