user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MyLoasm_sr_8915_SemiBin_17	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065	GCA_001916065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065	97.35	0.847	GCA_001916065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065	97.35	0.847	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934162615.1, s__CAG-269 sp934162615, 95.0, 93.89, 0.626; GCA_934120675.1, s__CAG-269 sp934120675, 95.0, 90.06, 0.473; GCA_945865665.1, s__CAG-269 sp945865665, 95.23, 89.48, 0.406; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 88.98, 0.411; GCA_900753165.1, s__CAG-269 sp900753165, 95.0, 88.27, 0.413; GCA_934122385.1, s__CAG-269 sp934122385, 95.02, 88.22, 0.365; GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 86.14, 0.351; GCA_934132805.1, s__CAG-269 sp934132805, 95.0, 86.12, 0.357; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 85.13, 0.294; GCA_934168305.1, s__CAG-269 sp934168305, 95.0, 83.73, 0.211; GCA_934154445.1, s__CAG-269 sp934154445, 95.0, 82.62, 0.181; GCA_934141605.1, s__CAG-269 sp934141605, 95.0, 82.49, 0.168	86.91	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_18	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556345	GCA_900556345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556345	97.58	0.686	GCA_900556345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556345	97.58	0.686	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934168355.1, s__CAG-269 sp934168355, 95.0, 88.6, 0.436; GCA_934121905.1, s__CAG-269 sp934121905, 95.0, 88.13, 0.395; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 88.12, 0.396; GCA_934167225.1, s__CAG-269 sp934167225, 95.0, 85.75, 0.276; GCA_905203305.1, s__CAG-269 sp905203305, 95.0, 84.49, 0.306; GCA_934148985.1, s__CAG-269 sp934148985, 95.0, 84.0, 0.245; GCA_934141475.1, s__CAG-269 sp934141475, 95.0, 81.37, 0.185	78.47	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_201	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.04	0.826	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.04	0.826	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025148785.1, s__Catenibacterium mitsuokai_A, 95.0, 93.98, 0.719; GCF_900540665.1, s__Catenibacterium sp900540665, 95.0, 93.83, 0.836; GCF_900540685.1, s__Catenibacterium sp900540685, 95.0, 93.11, 0.784; GCA_900764725.1, s__Catenibacterium sp900764725, 95.0, 92.85, 0.575; GCF_900764565.1, s__Catenibacterium sp900764565, 95.0, 92.39, 0.728	93.59	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_203	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	97.37	0.882	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	97.37	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902490335.1, s__Negativibacillus sp902490335, 95.0, 94.0, 0.872	81.97	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_216	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.46	0.657	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.46	0.657	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963617605.1, s__Apopatocola sp963617605, 95.0, 91.1, 0.531; GCA_002404605.1, s__Apopatocola sp002404605, 95.0, 90.92, 0.662; GCA_004557735.1, s__Apopatocola sp004557735, 95.0, 90.52, 0.633; GCA_963645975.1, s__Apopatocola sp963645975, 95.0, 89.83, 0.481; GCA_934511165.1, s__Apopatocola sp934511165, 95.0, 89.52, 0.572; GCA_934533005.1, s__Apopatocola sp934533005, 95.0, 88.86, 0.552; GCA_963618015.1, s__Apopatocola sp963618015, 95.0, 88.59, 0.662; GCA_900763675.1, s__Apopatocola sp900763675, 95.0, 86.23, 0.477	77.72	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_232	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	GCF_003287495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	97.59	0.797	GCF_003287495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	97.59	0.797	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.8, 0.364; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 85.47, 0.353; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.38, 0.206; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.31, 0.348; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 85.13, 0.335; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 85.06, 0.335; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.75, 0.304; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.58, 0.251; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.39, 0.201; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 84.37, 0.318; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.37, 0.317; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 84.24, 0.189; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 84.15, 0.282; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.09, 0.27; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.09, 0.184; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 84.0, 0.273; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.99, 0.262; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.95, 0.264; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.9, 0.18; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.36, 0.243; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.28, 0.18; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.25, 0.191; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.0, 0.244; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 82.96, 0.213; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.93, 0.217; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 82.91, 0.164; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 82.87, 0.203; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 82.86, 0.194; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.82, 0.221; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 82.78, 0.241; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.78, 0.18; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.77, 0.168; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.75, 0.242; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.74, 0.19; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.73, 0.186; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 82.71, 0.211; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.54, 0.178; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.48, 0.185; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.47, 0.214; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 82.46, 0.231; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.43, 0.191; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 82.42, 0.254; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 82.15, 0.219; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 82.15, 0.219; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.13, 0.191; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 82.11, 0.172; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 82.08, 0.169; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 81.94, 0.183; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.87, 0.203; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 81.82, 0.172; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 81.69, 0.198; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.12, 0.174; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 80.39, 0.164	65.59	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_233	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.95	0.896	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.95	0.896	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900766055.1, s__Parasutterella sp900766055, 95.0, 93.06, 0.69; GCA_002492145.1, s__Parasutterella sp900552195, 95.0, 92.13, 0.725; GCF_000205025.1, s__Parasutterella excrementihominis, 95.74, 91.51, 0.675; GCA_900554375.1, s__Parasutterella sp900554375, 95.0, 87.14, 0.444	97.58	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_239	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp000433675	GCA_000433675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp000433675	95.4	0.747	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-433;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_000433675.1, s__CAG-433 sp000433675, 95.0, 95.4, 0.747; GCA_019423565.1, s__CAG-433 sp019423565, 95.49, 95.22, 0.622; GCA_900546245.1, s__CAG-433 sp900546245, 95.0, 94.2, 0.588; GCA_934141145.1, s__CAG-433 sp934141145, 95.0, 87.72, 0.275	83.76	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_245	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	97.46	0.772	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	97.46	0.772	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 92.18, 0.627; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 83.43, 0.213	58.46	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_34	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	GCA_003343815.1	95.0	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	98.46	0.782	GCA_003343815.1	95.0	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	98.46	0.782	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.64	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_42	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	GCF_019967995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	97.07	0.781	GCF_019967995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	97.07	0.781	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 88.44, 0.561; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 87.14, 0.421; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 86.68, 0.269; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 86.27, 0.395; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 86.22, 0.336; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 86.1, 0.371; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 86.0, 0.341; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 85.91, 0.381; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 85.69, 0.261; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 85.66, 0.337; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.35, 0.306; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.23, 0.337; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 85.15, 0.288; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 85.11, 0.201; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 85.09, 0.327; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.93, 0.268; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.87, 0.247; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 84.81, 0.2; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.61, 0.314; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 84.31, 0.215; GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 84.08, 0.166; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 84.04, 0.201; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 84.02, 0.296; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.95, 0.266; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 83.74, 0.225; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.72, 0.176; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.64, 0.247; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 83.62, 0.187; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 83.56, 0.236; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 83.54, 0.186; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.49, 0.279; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 83.48, 0.281; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 83.45, 0.203; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 83.35, 0.156; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 83.28, 0.211; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.23, 0.22; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 83.23, 0.198; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 83.17, 0.241; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 83.14, 0.199; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 83.12, 0.244; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 83.12, 0.216; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 83.09, 0.198; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 83.03, 0.165; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 83.01, 0.201; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.9, 0.188; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 82.49, 0.236; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.49, 0.195; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.49, 0.182; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.4, 0.198; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 82.0, 0.178; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.96, 0.202; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.91, 0.167; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 81.25, 0.174	60.03	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas hominis	GCF_014287455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas hominis	99.94	0.961	GCF_014287455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas hominis	99.94	0.961	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900759925.1, s__Butyricimonas sp900759925, 95.0, 83.77, 0.297; GCF_000379665.1, s__Butyricimonas synergistica, 95.0, 82.6, 0.282	81.18	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_554	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	GCF_020687505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	98.41	0.874	GCF_020687505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	98.41	0.874	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963659815.1, s__Wujia sp963659815, 95.0, 92.63, 0.673; GCA_018918185.1, s__Wujia sp900539705, 95.0, 91.45, 0.704; GCA_937894705.1, s__Wujia sp002431865, 95.0, 91.15, 0.643; GCA_963631525.1, s__Wujia sp963631525, 95.0, 90.88, 0.577; GCA_900553925.1, s__Wujia sp900553925, 95.0, 90.6, 0.553; GCA_002404515.1, s__Wujia sp002404515, 95.0, 89.91, 0.592; GCA_900767585.1, s__Wujia sp900767585, 95.0, 89.53, 0.48; GCF_022174665.1, s__Wujia sp022174665, 95.0, 89.45, 0.562; GCA_934318045.1, s__Wujia sp934318045, 95.0, 89.36, 0.504	92.3	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_559	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.73	0.904	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.73	0.904	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 94.65, 0.828; GCF_900545535.1, s__Phascolarctobacterium sp900545535, 95.0, 85.91, 0.559; GCF_900544795.1, s__Phascolarctobacterium sp900544795, 95.0, 82.09, 0.352	94.44	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_56	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	GCF_020687435.1	96.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	97.48	0.63	GCF_005848555.1	96.6	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp005848555	96.2	0.63	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_902167715.1, s__Blautia_A luti_A, 96.82, 95.15, 0.569; GCA_003461955.1, s__Blautia_A sp900066335, 95.0, 90.61, 0.463; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 89.79, 0.488; GCA_003474435.1, s__Blautia_A sp003474435, 95.0, 89.34, 0.407; GCA_963616205.1, s__Blautia_A sp963616205, 95.0, 89.04, 0.202; GCF_013304825.1, s__Blautia_A schinkii_B, 95.51, 88.51, 0.382; GCF_040096615.1, s__Blautia_A aquisgranensis, 95.0, 87.46, 0.35; GCA_963598855.1, s__Blautia_A sp963598855, 95.0, 85.44, 0.236; GCA_963642325.1, s__Blautia_A sp963642325, 95.0, 84.25, 0.216	63.3	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_57	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	GCF_009696065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	96.88	0.64	GCF_009696065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	96.88	0.64	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934359255.1, s__Oliverpabstia sp934359255, 95.0, 93.96, 0.551; GCF_004123145.1, s__Oliverpabstia faecicola, 95.0, 92.75, 0.611	53.79	11	N/A	N/A
MyLoasm_sr_8915_SemiBin_579	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	GCF_014287515.2	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	98.52	0.848	GCF_014287515.2	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter	98.52	0.848	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900537995.1, s__Roseburia intestinalis, 95.0, 91.08, 0.619; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 89.94, 0.633; GCA_934317215.1, s__Roseburia sp934317215, 95.0, 89.72, 0.601	91.42	11	N/A	N/A
